item,statement,claim
Q11813,P1340,['Q17122834']
Q11813,P1038,"['Q11896', 'Q6252340']"
Q11813,P3716,['Q10076267']
Q11813,P1050,['Q41571']
Q11813,P737,['Q1246390']
Q6141289,P31,['Q5']
Q6141289,P21,['Q6581097']
Q6141289,P106,"['Q42603', 'Q725440', 'Q15995642']"
Q6141289,P735,['Q677191']
Q6141289,P69,"['Q956501', 'Q691283']"
Q6141289,P1343,"['Q15987216', 'Q19036563']"
Q6141289,P39,"['Q1080277', 'Q7309475']"
Q6141289,P19,['Q7338886']
Q6141289,P20,['Q866339']
Q6141289,P734,['Q1640958']
Q6141289,P108,['Q35794']
Q6141289,P27,['Q21']
Q6141289,P708,['Q3028559']
Q6141289,P119,['Q746207']
Q6141289,P140,"['Q82708', 'Q101849']"
Q6141289,P172,['Q42406']
Q6141289,P40,"['Q75339991', 'Q75527985']"
Q6141289,P5008,['Q98755339']
Q6141289,P1412,['Q1860']
Q6141289,P22,['Q106503057']
Q6141289,P26,['Q106503061']
Q6141289,P3373,['Q652635']
Q6141289,P937,['Q179815']
Q358970,P31,['Q5']
Q358970,P27,['Q145']
Q358970,P19,['Q18125']
Q358970,P106,"['Q715301', 'Q28389', 'Q2526255', 'Q11892507']"
Q358970,P735,['Q677191']
Q358970,P734,['Q2798428']
Q358970,P1412,['Q1860']
Q358970,P21,['Q6581097']
Q358970,P7763,['Q73555012']
Q358970,P166,['Q2687578']
Q358970,P101,"['Q1004', 'Q115160290', 'Q115156386']"
Q358970,P937,['Q234453']
Q358970,P1411,['Q96377054']
Q358970,P103,['Q1860']
Q358970,P1889,"['Q10453702', 'Q106667357', 'Q1635374', 'Q19325049', 'Q19520018', 'Q21069891', 'Q25415496', 'Q28528705', 'Q3161376', 'Q42290790', 'Q6142285', 'Q6142291', 'Q6142294', 'Q6142296', 'Q75608342', 'Q75639643', 'Q96384152', 'Q96418659', 'Q1535046']"
Q522966,P19,['Q177544']
Q522966,P735,"['Q1674029', 'Q1084472']"
Q522966,P27,['Q145']
Q522966,P106,"['Q715301', 'Q644687', 'Q28389', 'Q3455803', 'Q753110', 'Q627325', 'Q266569', 'Q17098559', 'Q5322166', 'Q109517242']"
Q522966,P26,['Q60304']
Q522966,P31,['Q5']
Q522966,P734,['Q13576920']
Q522966,P103,['Q1860']
Q522966,P69,"['Q17017181', 'Q7682351']"
Q522966,P1412,['Q1860']
Q522966,P21,['Q6581097']
Q522966,P7763,['Q73555012']
Q522966,P737,"['Q312086', 'Q1240527', 'Q309240']"
Q522966,P5008,['Q100363299']
Q522966,P463,['Q189991']
Q522966,P101,"['Q1004', 'Q21550668', 'Q82604']"
Q522966,P6275,"['Q7120528', 'Q71521142']"
Q8289,P21,['Q6581097']
Q8289,P27,['Q664']
Q8289,P31,['Q5']
Q8289,P19,['Q664']
Q8289,P735,['Q1674029']
Q8289,P106,"['Q7042855', 'Q3282637', 'Q33999']"
Q8289,P166,['Q281939']
Q8289,P1411,['Q281939']
Q8289,P734,['Q16882941']
Q8289,P937,['Q664']
Q45582,P31,['Q378427']
Q45582,P138,['Q326493']
Q45582,P17,['Q36']
Q12904,P19,['Q4267656']
Q12904,P21,['Q6581097']
Q12904,P27,"['Q36', 'Q39']"
Q12904,P106,"['Q36180', 'Q49757', 'Q860918']"
Q12904,P31,['Q5']
Q12904,P735,['Q12173670']
Q12904,P1412,"['Q143', 'Q809', 'Q188']"
Q12904,P734,['Q27946276']
Q12904,P6886,['Q143']
Q39986,P21,['Q6581072']
Q39986,P106,"['Q33999', 'Q639669', 'Q10798782', 'Q10800557', 'Q2405480', 'Q2526255']"
Q39986,P27,['Q30']
Q39986,P31,['Q5']
Q39986,P19,['Q40345']
Q39986,P69,"['Q955764', 'Q6270004']"
Q39986,P735,['Q355848']
Q39986,P734,['Q95154124']
Q39986,P1412,['Q1860']
Q39986,P103,['Q1860']
Q39986,P6886,['Q1860']
Q39986,P101,"['Q222749', 'Q638']"
Q153068,P31,['Q18608583']
Q153068,P910,['Q9484185']
Q153068,P17,['Q17']
Q153068,P279,['Q3001412']
Q153068,P641,['Q187916']
Q153068,P664,['Q846298']
Q153068,P276,['Q1055592']
Q153068,P765,['Q132167547']
Q958590,P910,['Q9602034']
Q958590,P31,['Q327333']
Q958590,P17,['Q17']
Q958590,P2541,['Q13780930']
Q958590,P3712,['Q954977']
Q958590,P2652,['Q107067177']
Q958590,P159,['Q3347259']
Q958590,P1454,"['Q130001129', 'Q11571013', 'Q286228']"
Q1683305,P910,['Q6299980']
Q1683305,P279,"['Q482', 'Q231425']"
Q1683305,P1343,"['Q29050087', 'Q61422753']"
Q1683305,P1424,['Q20357606']
Q4538438,P279,"['Q12684', 'Q11460', 'Q47216171']"
Q4538438,P910,['Q8562616']
Q4538438,P31,['Q4442611']
Q4538438,P17,['Q17']
Q16508,P31,['Q4022']
Q16508,P403,['Q14294']
Q16508,P17,['Q29']
Q16508,P910,['Q6311389']
Q16508,P4614,['Q5793719']
Q16508,P885,['Q8537996']
Q16508,P131,"['Q54925', 'Q5756']"
Q16508,P974,"['Q16511', 'Q6115196', 'Q16512', 'Q6115277', 'Q16510', 'Q16509', 'Q23999212', 'Q5706017', 'Q5706133', 'Q5706203', 'Q6114858', 'Q23992297']"
Q1408678,P31,['Q868557']
Q1408678,P17,['Q36']
Q1408678,P276,"['Q52840', 'Q36']"
Q1408678,P131,['Q52840']
Q1385994,P21,['Q6581097']
Q1385994,P31,['Q5']
Q1385994,P106,"['Q11774891', 'Q2066131', 'Q41583']"
Q1385994,P40,"['Q888570', 'Q2846348']"
Q1385994,P1344,['Q9646']
Q1385994,P27,['Q33946']
Q1385994,P641,['Q41466']
Q1385994,P19,"['Q954596', 'Q954596']"
Q1385994,P166,"['Q139661', 'Q61667462']"
Q1385994,P54,['Q241203']
Q1385994,P3373,['Q1029029']
Q1385994,P413,['Q543457']
Q1385994,P423,['Q10927615']
Q1385994,P734,['Q21493066']
Q1385994,P735,['Q35000543']
Q1385994,P1038,"['Q3503237', 'Q8428284']"
Q1385994,P20,['Q183111']
Q1385994,P1343,"['Q104900509', 'Q125582843']"
Q1385994,P937,"['Q183111', 'Q954596']"
Q361207,P21,['Q6581097']
Q361207,P106,"['Q937857', 'Q628099', 'Q2066131', 'Q41583']"
Q361207,P31,['Q5']
Q361207,P19,['Q43453']
Q361207,P27,['Q213']
Q361207,P413,['Q336286']
Q361207,P641,['Q2736']
Q361207,P54,"['Q1441523', 'Q206838', 'Q194393', 'Q162467', 'Q512476', 'Q908115', 'Q182072']"
Q361207,P735,['Q35000543']
Q361207,P734,['Q16797346']
Q361207,P6087,['Q193481']
Q361207,P3373,['Q19602249']
Q361207,P1412,['Q9056']
Q361207,P1050,"['Q84263196', 'Q84263196']"
Q361207,P1343,['Q125545196']
Q3820691,P31,['Q7188']
Q3820691,P1264,['Q8733']
Q1254341,P31,"['Q4989906', 'Q32815']"
Q1254341,P138,['Q27971641']
Q1254341,P17,['Q1246']
Q1254341,P88,['Q27971641']
Q1254341,P149,['Q527449']
Q1254341,P131,['Q25270']
Q66771,P106,"['Q33999', 'Q36834', 'Q753110', 'Q177220', 'Q2259451', 'Q10800557', 'Q2405480', 'Q639669', 'Q855091']"
Q66771,P27,"['Q183', 'Q794', 'Q713750']"
Q66771,P31,['Q5']
Q66771,P19,['Q3616']
Q66771,P735,['Q18113540']
Q66771,P136,['Q37073']
Q66771,P937,['Q64']
Q66771,P1344,['Q707051']
Q66771,P1412,"['Q188', 'Q9168']"
Q66771,P69,"['Q568692', 'Q28941024', 'Q1202244']"
Q66771,P26,['Q7800737']
Q66771,P451,['Q125338']
Q66771,P734,['Q21504873']
Q66771,P21,['Q6581072']
Q66771,P1303,['Q17172850']
Q66771,P166,"['Q1153891', 'Q1205195', 'Q1274159']"
Q66771,P10527,['Q50920401']
Q66771,P101,"['Q222749', 'Q187657', 'Q638', 'Q105107179', 'Q27939']"
Q66771,P463,"['Q1377331', 'Q879171']"
Q31409,P106,"['Q28389', 'Q3282637', 'Q10798782', 'Q10800557', 'Q2526255', 'Q2259451', 'Q33999']"
Q31409,P31,['Q5']
Q31409,P21,['Q6581097']
Q31409,P735,['Q2630093']
Q31409,P27,['Q30']
Q31409,P19,['Q47164']
Q31409,P734,['Q4777291']
Q31409,P1412,['Q1860']
Q31409,P103,['Q1860']
Q31409,P6886,['Q1860']
Q20409359,P31,['Q5']
Q20409359,P21,['Q6581097']
Q20409359,P106,"['Q3391743', 'Q1028181', 'Q36649', 'Q627325']"
Q20409359,P19,['Q3861']
Q20409359,P27,['Q846']
Q20409359,P1412,['Q13955']
Q20409359,P69,['Q550376']
Q61946839,P31,"['Q66715801', 'Q12737077']"
Q61946839,P279,"['Q386854', 'Q15981151']"
Q61946839,P425,['Q6122391']
Q61946839,P910,['Q8218729']
Q61946839,P2354,['Q6624543']
Q15981151,P279,['Q639669']
Q15981151,P425,['Q8341']
Q15981151,P910,['Q7040017']
Q15981151,P31,"['Q66715801', 'Q12737077']"
Q15981151,P2354,['Q1506313']
Q6168405,P910,['Q8564710']
Q6168405,P31,"['Q188451', 'Q223393']"
Q6168405,P279,"['Q482', 'Q8341']"
Q255406,P910,['Q9203818']
Q255406,P279,['Q11401']
Q255406,P31,['Q188451']
Q255406,P495,['Q30']
Q255406,P737,['Q8341']
Q1684571,P31,['Q15995642']
Q1684571,P2541,['Q917']
Q83158,P106,"['Q1028181', 'Q214917', 'Q2526255', 'Q49757', 'Q33999', 'Q644687', 'Q6625963', 'Q28389', 'Q8178443', 'Q2405480', 'Q2000124', 'Q36180', 'Q5322166', 'Q33231', 'Q36834', 'Q12144794', 'Q2519376', 'Q7541856', 'Q482980', 'Q3455803']"
Q83158,P27,['Q142']
Q83158,P19,['Q463951']
Q83158,P166,"['Q10855212', 'Q734335', 'Q56332588']"
Q83158,P69,['Q926749']
Q83158,P509,['Q12152']
Q83158,P20,['Q549750']
Q83158,P31,['Q5']
Q83158,P910,['Q13218541']
Q83158,P463,"['Q161806', 'Q459620', 'Q2166029', 'Q3488178']"
Q83158,P103,['Q150']
Q83158,P735,['Q7521081']
Q83158,P135,"['Q191760', 'Q878985']"
Q83158,P1343,"['Q17378135', 'Q1145552', 'Q67311526', 'Q89929597', 'Q99413897', 'Q124737632']"
Q83158,P451,"['Q168359', 'Q254675', 'Q3579810', 'Q3171693', 'Q19956441', 'Q333615']"
Q83158,P1196,['Q3739104']
Q83158,P39,"['Q23958341', 'Q70495997']"
Q83158,P737,"['Q7199', 'Q535', 'Q33977', 'Q49747']"
Q83158,P1411,"['Q139184', 'Q139184', 'Q37922']"
Q83158,P136,"['Q25372', 'Q80930']"
Q83158,P172,['Q121842']
Q83158,P1412,['Q150']
Q83158,P1875,"['Q4801318', 'Q28495285']"
Q83158,P1344,"['Q265533', 'Q98136183']"
Q83158,P21,['Q6581097']
Q83158,P1299,['Q3937581']
Q83158,P800,"['Q56737517', 'Q3226891', 'Q927048']"
Q83158,P6379,"['Q1700481', 'Q239303', 'Q1976985', 'Q214867', 'Q2338135', 'Q188740', 'Q1464509', 'Q160236', 'Q7605588', 'Q18563658', 'Q924335', 'Q108838951', 'Q4674272', 'Q50632603', 'Q640447', 'Q113946282', 'Q731126', 'Q1895953']"
Q83158,P119,['Q2956777']
Q83158,P5008,"['Q64214265', 'Q104694359', 'Q6173448', 'Q123694075']"
Q83158,P6886,['Q150']
Q83158,P7084,"['Q8454749', 'Q23824412']"
Q83158,P6275,['Q71528227']
Q83158,P7763,['Q73555012']
Q83158,P91,['Q6636']
Q83158,P734,['Q95692443']
Q83158,P25,['Q96972108']
Q83158,P485,"['Q47518588', 'Q2901443']"
Q83158,P9493,"['Q89574171', 'Q5503390', 'Q64579481']"
Q83158,P10527,['Q50920401']
Q311398,P19,['Q288']
Q311398,P735,['Q7521081']
Q311398,P27,['Q70972']
Q311398,P21,['Q6581097']
Q311398,P31,['Q5']
Q311398,P106,"['Q1028181', 'Q998628', 'Q5322166', 'Q644687']"
Q311398,P800,"['Q1671114', 'Q2589776', 'Q3399420', 'Q16038693', 'Q16640007', 'Q3937560', 'Q3937425', 'Q15992365']"
Q311398,P20,['Q288']
Q311398,P737,['Q894982']
Q311398,P802,['Q18402644']
Q311398,P910,['Q9203834']
Q311398,P1343,"['Q2657718', 'Q602358', 'Q67311526', 'Q867541', 'Q127157391']"
Q311398,P734,['Q25372925']
Q311398,P136,"['Q134307', 'Q2414609']"
Q311398,P1412,['Q1473289']
Q311398,P859,['Q133372']
Q311398,P39,['Q984276']
Q311398,P6379,"['Q731126', 'Q160236', 'Q1471477', 'Q1478423', 'Q1236032', 'Q1327886', 'Q2188329', 'Q165631', 'Q95569', 'Q1526131', 'Q1117704', 'Q23308', 'Q193563']"
Q311398,P7763,['Q71887839']
Q311398,P5008,['Q104694359']
Q311398,P937,"['Q288', 'Q220']"
Q311398,P135,['Q4692']
Q311398,P9493,['Q5503390']
Q311398,P1889,['Q65999749']
Q12688,P157,['Q2131336']
Q12688,P119,"['Q188856', 'Q847302']"
Q12688,P106,"['Q82955', 'Q121594', 'Q1930187', 'Q36180', 'Q201788', 'Q42909']"
Q12688,P27,['Q142']
Q12688,P19,['Q188776']
Q12688,P20,['Q90']
Q12688,P102,['Q1332068']
Q12688,P69,"['Q83259', 'Q1059546', 'Q1110002']"
Q12688,P31,['Q5']
Q12688,P39,"['Q3044918', 'Q3044918', 'Q30461']"
Q12688,P1412,"['Q397', 'Q143', 'Q150']"
Q12688,P1196,['Q149086']
Q12688,P735,"['Q18010311', 'Q632104', 'Q471788', 'Q7521081', 'Q17781870']"
Q12688,P1343,"['Q17378135', 'Q4173137', 'Q602358', 'Q19180675', 'Q67311526', 'Q15987490', 'Q19085957', 'Q867541', 'Q1029706']"
Q12688,P734,['Q26926938']
Q12688,P108,"['Q1137404', 'Q742587', 'Q578023']"
Q12688,P3373,['Q3262311']
Q12688,P937,['Q90']
Q12688,P166,"['Q908793', 'Q2827292']"
Q12688,P910,['Q55329179']
Q12688,P485,['Q182542']
Q12688,P101,['Q5891']
Q12688,P21,['Q6581097']
Q12688,P1066,['Q59563920']
Q12688,P6886,['Q150']
Q12688,P1889,['Q13418792']
Q12688,P7763,['Q71887839']
Q12688,P26,['Q108706707']
Q12688,P195,['Q2351013']
Q742,P910,['Q10021330']
Q742,P106,"['Q214917', 'Q49757', 'Q333634', 'Q8178443', 'Q201788', 'Q36180']"
Q742,P20,['Q90']
Q742,P19,['Q454511']
Q742,P27,['Q70972']
Q742,P31,['Q5']
Q742,P463,"['Q161806', 'Q337526']"
Q742,P735,['Q7521081']
Q742,P800,"['Q512807', 'Q969098', 'Q754687', 'Q3213141', 'Q2834224', 'Q583392', 'Q1196012', 'Q793366', 'Q788676', 'Q740134', 'Q903424', 'Q746818']"
Q742,P103,['Q150']
Q742,P1412,"['Q397', 'Q150']"
Q742,P40,"['Q29346115', 'Q1227748']"
Q742,P1343,"['Q302556', 'Q19180675', 'Q602358', 'Q17378135', 'Q2657718', 'Q867541', 'Q51955019', 'Q67311526', 'Q3181656', 'Q19098835', 'Q16082057', 'Q1029706']"
Q742,P119,['Q583251']
Q742,P69,"['Q471980', 'Q108740666']"
Q742,P135,['Q170292']
Q742,P136,['Q80930']
Q742,P734,['Q25368020']
Q742,P509,['Q623031']
Q742,P1066,"['Q2421111', 'Q719942', 'Q1096867', 'Q3172486']"
Q742,P1196,['Q3739104']
Q742,P21,['Q6581097']
Q742,P6379,['Q214867']
Q742,P26,['Q62920536']
Q742,P6886,"['Q397', 'Q150']"
Q742,P39,['Q70495963']
Q742,P7763,['Q71887839']
Q742,P22,['Q108839139']
Q742,P25,['Q108839140']
Q742,P10527,['Q50920401']
Q742,P5008,"['Q6173448', 'Q128903909']"
Q1373137,P21,['Q6581097']
Q1373137,P19,['Q1476']
Q1373137,P509,['Q19403959']
Q1373137,P31,['Q5']
Q1373137,P27,['Q142']
Q1373137,P20,['Q636699']
Q1373137,P735,['Q7521081']
Q1373137,P1196,['Q21142718']
Q1373137,P106,"['Q10349745', 'Q786820']"
Q1373137,P1344,['Q187579']
Q1373137,P1889,['Q2553716']
Q1373137,P1412,['Q150']
Q1373137,P641,['Q5386']
Q1373137,P119,['Q1476']
Q29766,P20,['Q4918']
Q29766,P27,['Q142']
Q29766,P31,['Q5']
Q29766,P106,"['Q49757', 'Q36180']"
Q29766,P103,['Q150']
Q29766,P735,['Q7521081']
Q29766,P800,['Q3358641']
Q29766,P734,['Q21407988']
Q29766,P19,['Q867615']
Q29766,P937,['Q1028']
Q29766,P607,['Q362']
Q29766,P910,['Q55329997']
Q29766,P1412,['Q150']
Q29766,P21,['Q6581097']
Q283333,P31,['Q7188']
Q283333,P17,['Q948']
Q283333,P1366,['Q13580982']
Q283333,P6,['Q57699']
Q283333,P1365,['Q1671662']
Q652494,P31,['Q334166']
Q652494,P910,['Q55308718']
Q652494,P279,['Q5638']
Q53680,P106,"['Q10800557', 'Q2405480', 'Q639669', 'Q214917', 'Q3455803', 'Q2259451', 'Q10798782', 'Q2526255', 'Q28389']"
Q53680,P27,['Q30']
Q53680,P31,['Q5']
Q53680,P19,['Q203263']
Q53680,P735,['Q18609696']
Q53680,P1411,"['Q1445521', 'Q1445521']"
Q53680,P166,"['Q989439', 'Q945887']"
Q53680,P69,"['Q250205', 'Q1278221']"
Q53680,P734,['Q16869404']
Q53680,P1412,['Q1860']
Q53680,P21,['Q6581097']
Q53680,P800,['Q462418']
Q53680,P7084,['Q8454779']
Q53680,P1889,"['Q16169729', 'Q111551094', 'Q111551699']"
Q53680,P40,"['Q116256686', 'Q116256698', 'Q116256713']"
Q53680,P26,['Q116256758']
Q15542,P21,['Q6581097']
Q15542,P31,['Q5']
Q15542,P19,['Q54886']
Q15542,P27,['Q736']
Q15542,P641,['Q542']
Q15542,P735,['Q14647368']
Q15542,P1344,"['Q8567', 'Q8558', 'Q8544', 'Q8531', 'Q8488']"
Q15542,P106,"['Q2066131', 'Q43845', 'Q82955']"
Q15542,P1412,['Q1321']
Q15542,P734,['Q383010']
Q15542,P2416,['Q202391']
Q15542,P1950,['Q37570081']
Q15542,P910,['Q47012550']
Q15542,P102,['Q59649470']
Q15542,P69,['Q6156840']
Q567807,P279,['Q11460']
Q567807,P1889,['Q182064']
Q26753,P17,['Q183']
Q26753,P31,"['Q1254933', 'Q811979']"
Q26753,P131,['Q3150']
Q26753,P1435,['Q11691318']
Q26753,P2817,['Q14913204']
Q26753,P669,['Q100554371']
Q124888,P26,['Q11192']
Q124888,P21,['Q6581072']
Q124888,P31,['Q5']
Q124888,P27,['Q33']
Q124888,P19,['Q783205']
Q124888,P106,"['Q4610556', 'Q2730732', 'Q18581305']"
Q124888,P735,['Q18657207']
Q124888,P734,['Q31519345']
Q124888,P641,['Q187916']
Q124888,P1412,['Q1412']
Q103343,P19,['Q4699596']
Q103343,P103,['Q7976']
Q103343,P27,['Q30']
Q103343,P106,"['Q33999', 'Q2405480', 'Q4610556', 'Q177220']"
Q103343,P31,['Q5']
Q103343,P451,['Q553813']
Q103343,P166,"['Q106301', 'Q822907', 'Q787123', 'Q922273']"
Q103343,P69,"['Q41506', 'Q49112', 'Q7400951']"
Q103343,P735,"['Q4677161', 'Q3841018']"
Q103343,P26,['Q242707']
Q103343,P1411,"['Q106301', 'Q2294705', 'Q822907', 'Q922273', 'Q518675', 'Q1129487', 'Q787123', 'Q922226', 'Q1371682', 'Q1413741']"
Q103343,P551,['Q60']
Q103343,P1412,['Q7976']
Q103343,P136,['Q130232']
Q103343,P734,['Q13553773']
Q103343,P800,"['Q487181', 'Q164103', 'Q508841', 'Q278053']"
Q103343,P22,['Q51273039']
Q103343,P910,['Q55243311']
Q103343,P21,['Q6581072']
Q103343,P1343,['Q67311526']
Q103343,P937,['Q30']
Q103343,P1283,['Q84600049']
Q103343,P40,"['Q85159579', 'Q85159841']"
Q103343,P1889,['Q88061579']
Q103343,P6886,['Q7976']
Q103343,P1340,['Q17122854']
Q103343,P1884,['Q1922956']
Q103343,P140,['Q3493578']
Q103343,P102,['Q29552']
Q103343,P172,"['Q34069', 'Q1075293', 'Q1193808']"
Q85361,P21,['Q6581072']
Q85361,P22,['Q1699982']
Q85361,P31,['Q5']
Q85361,P27,['Q183']
Q85361,P106,"['Q3387717', 'Q36180', 'Q3455803', 'Q6625963']"
Q85361,P735,['Q3807899']
Q85361,P463,"['Q459620', 'Q414163']"
Q85361,P166,"['Q2543346', 'Q896092', 'Q314629', 'Q2421865', 'Q1595794', 'Q1345016', 'Q18061109', 'Q10905380', 'Q880391', 'Q23787515', 'Q1664495', 'Q1591071', 'Q2052291']"
Q85361,P19,['Q56037']
Q85361,P69,['Q569460']
Q85361,P25,['Q1245203']
Q85361,P800,"['Q2596521', 'Q23498389']"
Q85361,P101,['Q36180']
Q85361,P734,['Q37130943']
Q85361,P1412,['Q188']
Q85361,P1411,"['Q32387603', 'Q2052291']"
Q85361,P103,['Q188']
Q85361,P6886,['Q188']
Q85361,P10527,['Q50920401']
Q389372,P31,['Q188451']
Q389372,P279,['Q708228']
Q1111787,P21,['Q6581097']
Q1111787,P27,['Q30']
Q1111787,P31,['Q5']
Q1111787,P735,['Q1514341']
Q1111787,P19,['Q590828']
Q1111787,P106,['Q2066131']
Q1111787,P641,['Q215862']
Q1111787,P1050,['Q191779']
Q62845,P735,['Q17533493']
Q62845,P106,"['Q33999', 'Q10800557', 'Q2526255', 'Q1028181', 'Q10798782', 'Q3282637', 'Q2405480', 'Q3455803']"
Q62845,P27,['Q29999']
Q62845,P31,['Q5']
Q62845,P19,['Q727']
Q62845,P166,"['Q1513510', 'Q15975506', 'Q2248337']"
Q62845,P22,['Q685581']
Q62845,P40,"['Q3545345', 'Q2670716']"
Q62845,P103,['Q7411']
Q62845,P3373,"['Q352975', 'Q3165446']"
Q62845,P937,['Q727']
Q62845,P734,['Q88945803']
Q62845,P1412,"['Q7411', 'Q188', 'Q1860']"
Q62845,P21,['Q6581097']
Q62845,P6379,"['Q64159711', 'Q702726', 'Q1538389', 'Q2436387']"
Q62845,P7084,['Q8454801']
Q62845,P1343,"['Q67311526', 'Q131377870']"
Q62845,P6275,['Q71521142']
Q62845,P7763,['Q73555012']
Q62845,P5008,['Q123694075']
Q27214,P21,['Q6581097']
Q27214,P27,"['Q30', 'Q145']"
Q27214,P102,['Q29552']
Q27214,P31,['Q5']
Q27214,P19,['Q617824']
Q27214,P106,"['Q82955', 'Q947873', 'Q2722764', 'Q1930187', 'Q33999', 'Q40348', 'Q270389', 'Q3282637', 'Q639669', 'Q15077007']"
Q27214,P735,"['Q2131007', 'Q1218555', 'Q3808011']"
Q27214,P241,['Q9212']
Q27214,P1412,['Q1860']
Q27214,P734,['Q16883693']
Q27214,P5008,['Q104665671']
Q27214,P22,['Q105756132']
Q27214,P103,['Q1860']
Q27214,P6886,['Q1860']
Q27214,P20,['Q1297']
Q27214,P509,['Q212961']
Q27214,P1196,['Q3739104']
Q27214,P39,"['Q58369975', 'Q58369975', 'Q25016248']"
Q27214,P108,"['Q5506151', 'Q7956454', 'Q110250124', 'Q7948717', 'Q7952573', 'Q3564723']"
Q27214,P69,"['Q5468962', 'Q7851946', 'Q7060409']"
Q27214,P551,"['Q84', 'Q60', 'Q43196', 'Q843993', 'Q491540']"
Q27214,P119,['Q65620054']
Q27214,P1340,['Q17122740']
Q27214,P1884,['Q10509939']
Q126007,P21,['Q6581072']
Q126007,P106,"['Q33999', 'Q4610556', 'Q2259451', 'Q10798782', 'Q10800557']"
Q126007,P27,['Q30']
Q126007,P31,['Q5']
Q126007,P19,['Q988162']
Q126007,P69,['Q5149662']
Q126007,P735,['Q630846']
Q126007,P734,['Q15711050']
Q126007,P1412,['Q1860']
Q126007,P103,['Q1860']
Q126007,P6886,['Q1860']
Q6187992,P279,"['Q5891', 'Q9174']"
Q6187992,P1269,['Q302']
Q6187992,P921,['Q5043']
Q302,P1441,"['Q34274', 'Q18813', 'Q428', 'Q188538', 'Q2259364', 'Q14164519', 'Q646031', 'Q242667', 'Q898465', 'Q19572296', 'Q8037352', 'Q5688890', 'Q18646470', 'Q10540072', 'Q24953', 'Q625241', 'Q63804099', 'Q51668', 'Q12609286', 'Q459842', 'Q1963505', 'Q2371624']"
Q302,P101,"['Q203605', 'Q1729207']"
Q302,P735,"['Q13395199', 'Q18199901', 'Q18001873', 'Q11682814']"
Q302,P140,"['Q9268', 'Q189204']"
Q302,P25,['Q345']
Q302,P21,['Q6581097']
Q302,P19,"['Q5776', 'Q430776']"
Q302,P20,['Q170516']
Q302,P119,"['Q187702', 'Q540882', 'Q1494672', 'Q2280628', 'Q1218', 'Q124210646']"
Q302,P509,['Q3235597']
Q302,P460,"['Q51664', 'Q11682814', 'Q942467', 'Q4534201', 'Q10424800', 'Q51663', 'Q51625', 'Q51666', 'Q1141210', 'Q60635878', 'Q11297693']"
Q302,P31,"['Q178885', 'Q20643955', 'Q4271324', 'Q18563360', 'Q5', 'Q825', 'Q51625', 'Q21070568', 'Q3375731']"
Q302,P841,"['Q19809', 'Q21196', 'Q74852']"
Q302,P910,['Q7138851']
Q302,P22,"['Q128267', 'Q186350']"
Q302,P551,"['Q430776', 'Q59174', 'Q83241']"
Q302,P172,['Q7325']
Q302,P103,"['Q5518598', 'Q1982248', 'Q28602']"
Q302,P1343,"['Q4086271', 'Q1970746', 'Q602358', 'Q19077875', 'Q302556', 'Q2041543', 'Q31271171', 'Q19180675', 'Q455', 'Q1029706', 'Q55185760', 'Q602358', 'Q67311526', 'Q867541', 'Q99413897', 'Q3181656', 'Q106727050', 'Q19085957', 'Q20096917', 'Q19047539', 'Q20078554', 'Q75561']"
Q302,P106,"['Q432386', 'Q42857', 'Q154549', 'Q133485', 'Q1349880', 'Q15995642', 'Q2518689', 'Q51626', 'Q432386', 'Q37226', 'Q972672', 'Q2142783', 'Q7695510', 'Q352507']"
Q302,P1299,"['Q51667', 'Q116926', 'Q16154317', 'Q178331', 'Q126182517', 'Q126192122', 'Q126215116', 'Q126680513', 'Q126680521', 'Q131704139', 'Q131704140', 'Q131613580', 'Q131613582', 'Q131690471', 'Q131613667', 'Q131851008', 'Q132148031', 'Q131813201', 'Q132247244', 'Q132397712', 'Q133281033', 'Q131748765', 'Q131676042', 'Q131628816', 'Q19966565', 'Q27978562', 'Q131546582', 'Q133280990']"
Q302,P2959,['Q13203860']
Q302,P1412,"['Q5518598', 'Q1982248', 'Q107358', 'Q28602']"
Q302,P1049,['Q5043']
Q302,P3701,"['Q1141210', 'Q766575']"
Q302,P3902,"['Q7802', 'Q282', 'Q41354']"
Q302,P1340,['Q17122705']
Q302,P1884,['Q1922956']
Q302,P800,"['Q51631', 'Q20716909', 'Q51632']"
Q302,P737,['Q40662']
Q302,P1344,"['Q1267621', 'Q7317265', 'Q51633', 'Q554887', 'Q625140', 'Q66459381', 'Q51640', 'Q3012407']"
Q302,P1399,"['Q544394', 'Q200481']"
Q302,P3373,['Q26925']
Q302,P3150,"['Q2745', 'Q5249028', 'Q2150']"
Q302,P135,['Q618859']
Q302,P1596,['Q8454']
Q302,P1576,"['Q179807', 'Q1151874', 'Q189573', 'Q7924347', 'Q25352429']"
Q302,P3828,"['Q201714', 'Q781731', 'Q3412010', 'Q1365316', 'Q44413935', 'Q1127583', 'Q131704']"
Q302,P1038,"['Q70899', 'Q9181', 'Q41370', 'Q1200879', 'Q314700', 'Q164294', 'Q40662', 'Q235849']"
Q302,P263,['Q4489450']
Q302,P802,"['Q33923', 'Q43399', 'Q43999', 'Q44015', 'Q43675', 'Q43982', 'Q43669', 'Q43600', 'Q44047', 'Q43945', 'Q12871', 'Q81018', 'Q63070', 'Q44020']"
Q302,P937,"['Q83241', 'Q1218']"
